Sale_Date,Model,Segment,Fuel_Type,Transmission,State,Dealer_City,Channel,Units_Sold,Ex_Showroom_Price,Prev_Year_Units
29-07-2026,Eeco,Van,CNG,AMT,Maharashtra,Maharashtra City 3,Domestic,197,571116,175
22-07-2026,Grand Vitara,UV,hybrid,Automatic,Karnataka,Karnataka City 4,Domestic,164,1690069,91
15-Jul-26,Baleno,Compact,CNG,AMT,Gujarat,Gujarat City 4,Domestic,218,722942,160
07-07-2026,Alto,Mini,Petrol,Manual,Karnataka,Karnataka City 4,Export,34,477138,25
01-Jul-26,Celerio,Compact,CNG,AMT,Punjab,Punjab City 2,Domestic,156,724427,100
12-Jul-26,S-Presso,Mini,CNG,Manual,Bihar,Bihar City 4,Domestic,32,563645,29
25-07-2026,Ertiga,UV,CNG,AMT,Bihar,Bihar City 5,Domestic,87,998710,76
16-07-2026,Swift,Compact,CNG,AMT,Rajasthan,Rajasthan City 3,OEM,184,880714,121
15-07-2026,Eeco,Van,Petrol,Manual,Gujarat,Gujarat City 2,Domestic,182,551890,122
08-07-2026,S-Presso,Mini,Petrol,AMT,Uttar Pradesh,Uttar Pradesh City 5,Export,52,500211,33
10-07-2026, Alto  ,Mini,Petrol,AMT,Maharashtra,Maharashtra City 1,OEM,79,453103,63
04-07-2026,S-Presso,Mini,CNG,AMT,Uttar Pradesh,Uttar Pradesh City 5,Export,180,464053,109
13-07-2026,Ertiga,UV,CNG,AMT,Bihar,Bihar City 5,Domestic,83,1168125,66
06-Jul-26,Alto,Mini,cng,AMT,Punjab,Punjab City 5,Domestic,79,428556,50
07-07-2026,Dzire,Compact,Petrol,Automatic,Tamil Nadu,Tamil Nadu City 2,Domestic,216,734572,124
09-07-2026,Brezza,UV,CNG,AMT,Uttar Pradesh,Uttar Pradesh City 5,Domestic,115,1177978,91
02-07-2026,Eeco,Van,Petrol,AMT,Madhya Pradesh,Madhya Pradesh City 4,Domestic,51,596720,36
22-07-2026,Dzire,Compact,petrol,AMT,Uttar Pradesh,Uttar Pradesh City 3,Domestic,87,720776,81
16-Jul-26, Grand Vitara  ,UV,Hybrid,Manual,Tamil Nadu,Tamil Nadu City 3,OEM,,1432020,27
08-07-2026,S-Presso,Mini,CNG,Manual,Kerala,Kerala City 2,Domestic,188,526509,141
05-07-2026,S-Presso,Mini,CNG,AMT,Rajasthan,Rajasthan City 5,Domestic,215,450672,142
13-07-2026,ertiga,UV,CNG,Manual,Punjab,Punjab City 2,OEM,103,992453,91
16-07-2026,alto,Mini,Petrol,Automatic,Haryana,Haryana City 3,Domestic,117,446138,88
13-07-2026, Grand Vitara  ,UV,petrol,AMT,Bihar,Bihar City 5,Domestic,86,1787246,72
04-07-2026,Eeco,Van,Petrol,AMT,Karnataka,Karnataka City 3,Domestic,16,562516,13
13-07-2026, Fronx  ,UV,Petrol,AMT,Andhra Pradesh,Andhra Pradesh City 5,Domestic,64,1263550,51
19-07-2026,Celerio,Compact,CNG,Automatic,Gujarat,Gujarat City 4,Domestic,55,660845,49
19-07-2026,Grand Vitara,UV,Petrol,Automatic,Punjab,Punjab City 4,Domestic,203,1967665,130
21-07-2026,Grand Vitara,UV,Petrol,AMT,Telangana,Telangana City 4,Domestic,153,1512584,128
09-07-2026,Wagon R,Compact,CNG,AMT,Telangana,Telangana City 3,Export,91,610191,67
26-Jul-26,Dzire,Compact,PETROL,AMT,Madhya Pradesh,Madhya Pradesh City 1,Domestic,99,797448,77
03-07-2026,Grand Vitara,UV,Hybrid,Automatic,Gujarat,Gujarat City 4,Domestic,40,1177549,37
18-07-2026,dzire,Compact,Petrol,AMT,Kerala,Kerala City 1,Domestic,162,873970,149
21-07-2026,Baleno,Compact,petrol,AMT,Gujarat,Gujarat City 2,Domestic,215,918402,126
25-07-2026,brezza,UV,petrol,Automatic,Tamil Nadu,Tamil Nadu City 2,Domestic,203,994721,175
01-07-2026,Baleno,Compact,Petrol,Automatic,Rajasthan,Rajasthan City 1,Domestic,72,707472,43
02-Jul-26,Victoris,UV,Hybrid,AMT,Kerala,Kerala City 1,Domestic,127,1938456,90
19-07-2026,Brezza,UV,CNG,AMT,Haryana,Haryana City 5,Domestic,121,1370108,95
14-07-2026,Baleno,Compact,CNG,AMT,Delhi,Delhi City 1,Domestic,114,843852,93
05-Jul-26,Brezza,UV,Petrol,Automatic,Madhya Pradesh,Madhya Pradesh City 5,Domestic,176,968168,125
05-07-2026,Grand Vitara,UV,Hybrid,Manual,Bihar,Bihar City 1,Domestic,147,1515415,87
30-07-2026,grand vitara,UV,Hybrid,Manual,Karnataka,Karnataka City 3,Export,200,1453993,183
07-07-2026,Dzire,Compact,CNG,AMT,Rajasthan,Rajasthan City 2,Domestic,84,830070,72
20-Jul-26,Ertiga,UV,CNG,AMT,Tamil Nadu,Tamil Nadu City 5,Domestic,,1095398,55
07-07-2026,Eeco,Van,Petrol,AMT,Gujarat,Gujarat City 3,Domestic,6,585193,5
14-07-2026,Alto,Mini,CNG,Manual,Bihar,Bihar City 3,OEM,114,526017,95
14-Jul-26,S-Presso,Mini,Petrol,AMT,Haryana,Haryana City 4,OEM,25,553747,22
24-Jul-26,grand vitara,UV,Petrol,Manual,Uttar Pradesh,Uttar Pradesh City 2,Domestic,55,1311926,43
21-07-2026,Grand Vitara,UV,Hybrid,Automatic,Rajasthan,Rajasthan City 2,Domestic,22,1621699,15
21-07-2026,S-Presso,Mini,CNG,AMT,Haryana,Haryana City 5,Export,15,567894,13
23-07-2026,S-Presso,Mini,Petrol,Manual,Tamil Nadu,Tamil Nadu City 4,Domestic,139,587035,110
04-07-2026,Brezza,UV,CNG,AMT,Gujarat,Gujarat City 5,Domestic,90,925461,70
21-07-2026,eeco,Van,CNG,Manual,Kerala,Kerala City 5,Domestic,170,607878,122
10-07-2026,Eeco,Van,Petrol,Automatic,Telangana,Telangana City 5,Export,139,524947,113
14-07-2026,Baleno,Compact,Petrol,AMT,Haryana,Haryana City 3,Export,205,915367,131
10-07-2026,Eeco,Van,CNG,Automatic,Madhya Pradesh,Madhya Pradesh City 4,Domestic,214,546174,186
03-07-2026,Eeco,Van,Petrol,AMT,West Bengal,West Bengal City 5,Domestic,217,577340,127
08-07-2026,Alto,Mini,CNG,,Bihar,Bihar City 3,Domestic,40,430040,26
18-07-2026,Victoris,UV,hybrid,Manual,Telangana,Telangana City 3,Domestic,82,1177767,46
23-Jul-26,Wagon R,Compact,CNG,AMT,Maharashtra,Maharashtra City 5,Domestic,66,729596,47
28-07-2026,Ertiga,UV,Petrol,Automatic,Delhi,Delhi City 3,Domestic,196,878515,135
27-Jul-26,Grand Vitara,UV,PETROL,Automatic,West Bengal,West Bengal City 4,Export,51,1980916,30
27-07-2026,Brezza,UV,CNG,AMT,Maharashtra,Maharashtra City 2,Domestic,96,890126,86
23-07-2026,Ertiga,UV,cng,Automatic,Gujarat,Gujarat City 1,Export,113,911380,81
12-07-2026,ertiga,UV,Petrol,Automatic,Bihar,Bihar City 3,OEM,116,1013946,93
26-07-2026,ertiga,UV,Petrol,Manual,Uttar Pradesh,Uttar Pradesh City 2,Export,98,1059871,68
11-07-2026,Grand Vitara,UV,Hybrid,Manual,Uttar Pradesh,Uttar Pradesh City 1,Export,52,1653285,39
05-Jul-26,s-presso,Mini,CNG,Manual,Andhra Pradesh,Andhra Pradesh City 4,Domestic,212,533778,173
17-07-2026,Swift,Compact,Petrol,Manual,Telangana,Telangana City 2,Domestic,207,779504,116
16-07-2026,Brezza,UV,cng,AMT,Bihar,Bihar City 5,Domestic,37,1172427,29
17-07-2026,Alto,Mini,Petrol,Automatic,Karnataka,Karnataka City 3,Domestic,46,504583,42
10-07-2026,Fronx,UV,Petrol,Automatic,Kerala,Kerala City 2,OEM,153,941684,94
19-07-2026,Celerio,Compact,Petrol,Automatic,Delhi,Delhi City 5,Export,12,690557,10
15-07-2026,Dzire,Compact,CNG,AMT,Tamil Nadu,Tamil Nadu City 3,OEM,41,823883,36
09-07-2026,Ertiga,UV,Petrol,Manual,Uttar Pradesh,Uttar Pradesh City 1,Domestic,103,1192635,73
16-07-2026,Alto,Mini,Petrol,AMT,Madhya Pradesh,Madhya Pradesh City 4,Domestic,60,512509,34
24-07-2026,baleno,Compact,CNG,AMT,Maharashtra,Maharashtra City 4,Domestic,150,782055,104
13-07-2026,baleno,Compact,CNG,Automatic,Rajasthan,Rajasthan City 2,Domestic,159,946926,112
20-07-2026,Baleno,Compact,PETROL,AMT,Haryana,Haryana City 3,OEM,91,945979,80
29-07-2026,Victoris,UV,Petrol,Automatic,West Bengal,West Bengal City 3,Export,205,1863864,160
02-07-2026,Fronx,UV,Petrol,Manual,Maharashtra,Maharashtra City 4,Domestic,112,938787,80
11-07-2026,Grand Vitara,UV,Hybrid,Automatic,Delhi,Delhi City 3,Domestic,122,2086431,93
18-07-2026,Celerio,Compact,Petrol,AMT,Telangana,Telangana City 3,Export,58,688189,39
12-Jul-26,Eeco,Van,Petrol,AMT,Maharashtra,Maharashtra City 3,Export,25,565398,22
19-07-2026,Swift,Compact,Petrol,Manual,Kerala,Kerala City 5,Domestic,168,711036,95
29-07-2026,Ertiga,UV,CNG,,Tamil Nadu,Tamil Nadu City 3,Domestic,78,1208636,44
30-07-2026,Alto,Mini,CNG,AMT,Karnataka,Karnataka City 3,Domestic,7,498221,5
09-Jul-26,Swift,Compact,Petrol,AMT,Karnataka,Karnataka City 4,Export,70,838376,43
11-07-2026,S-Presso,Mini,CNG,Automatic,Uttar Pradesh,Uttar Pradesh City 2,Domestic,,534830,117
23-Jul-26,Swift,Compact,Petrol,Automatic,Uttar Pradesh,Uttar Pradesh City 4,Domestic,45,756277,37
15-07-2026,Victoris,UV,Hybrid,AMT,Punjab,Punjab City 5,Domestic,198,1613628,172
04-Jul-26,Alto,Mini,petrol,Automatic,Madhya Pradesh,Madhya Pradesh City 2,Domestic,88,556404,63
02-07-2026,Brezza,UV,cng,Automatic,Telangana,Telangana City 3,Export,10,1255182,6
30-Jul-26,Ertiga,UV,Petrol,AMT,Delhi,Delhi City 2,Domestic,201,1206343,189
28-Jul-26,Brezza,UV,Petrol,Automatic,Bihar,Bihar City 3,Domestic,50,1252151,38
08-Jul-26,Swift,Compact,CNG,AMT,Karnataka,Karnataka City 3,Domestic,190,850668,113
23-07-2026,Alto,Mini,Petrol,Automatic,Maharashtra,Maharashtra City 4,Domestic,64,476955,54
08-07-2026,Celerio,Compact,Petrol,Automatic,Madhya Pradesh,Madhya Pradesh City 2,Domestic,81,632129,46
26-07-2026,Brezza,UV,CNG,Automatic,Delhi,Delhi City 4,Domestic,81,1234747,50
18-07-2026,Brezza,UV,Petrol,AMT,Tamil Nadu,Tamil Nadu City 3,Domestic,89,922911,81
25-Jul-26,Fronx,UV,Petrol,AMT,Tamil Nadu,Tamil Nadu City 3,Domestic,8,1002096,7
25-07-2026,Celerio,Compact,CNG,AMT,Madhya Pradesh,Madhya Pradesh City 3,Domestic,71,654278,53
28-07-2026,Swift,Compact,Petrol,Manual,Gujarat,Gujarat City 5,OEM,153,838746,109
16-07-2026,Victoris,UV,Hybrid,,Karnataka,Karnataka City 3,Domestic,40,1805303,30
25-07-2026,Alto,Mini,CNG,Manual,Bihar,Bihar City 2,Domestic,186,459591,102
14-Jul-26,Alto,Mini,Petrol,Automatic,Punjab,Punjab City 3,OEM,78,424493,58
27-07-2026,Baleno,Compact,cng,AMT,Uttar Pradesh,Uttar Pradesh City 3,Domestic,122,807510,115
16-07-2026,Alto,Mini,Petrol,Automatic,Karnataka,Karnataka City 1,Domestic,116,506840,90
22-Jul-26,Celerio,Compact,Petrol,Manual,Andhra Pradesh,Andhra Pradesh City 3,Domestic,58,713887,35
13-07-2026,Eeco,Van,Petrol,Automatic,Punjab,Punjab City 1,OEM,195,565332,111
26-Jul-26,Ertiga,UV,CNG,Manual,Rajasthan,Rajasthan City 5,Domestic,115,967380,94
05-07-2026,Victoris,UV,Hybrid,AMT,Rajasthan,Rajasthan City 1,Domestic,6,1373241,4
20-07-2026,Fronx,UV,Hybrid,AMT,Maharashtra,Maharashtra City 3,Domestic,104,868813,87
03-07-2026,Wagon R,Compact,CNG,AMT,Delhi,Delhi City 3,Domestic,205,,142
13-07-2026,Eeco,Van,CNG,AMT,Rajasthan,Rajasthan City 4,Export,157,537842,105
19-07-2026,Eeco,Van,Petrol,AMT,Delhi,Delhi City 3,Domestic,98,534927,90
10-Jul-26,Victoris,UV,Petrol,AMT,Kerala,Kerala City 4,Domestic,167,1367543,108
28-07-2026,Victoris,UV,Hybrid,Automatic,Maharashtra,Maharashtra City 3,Export,212,1612986,166
31-07-2026,Eeco,Van,CNG,AMT,Uttar Pradesh,Uttar Pradesh City 1,Domestic,71,549098,53
01-07-2026,Ertiga,UV,Petrol,AMT,Delhi,Delhi City 1,Domestic,217,944278,149
26-Jul-26,Victoris,UV,Petrol,Manual,Bihar,Bihar City 3,Export,32,1760032,27
21-07-2026,Grand Vitara,UV,Hybrid,AMT,Maharashtra,Maharashtra City 5,Domestic,120,1750970,86
11-07-2026,Swift,Compact,CNG,Manual,Gujarat,Gujarat City 4,OEM,168,732157,132
19-07-2026,S-Presso,Mini,petrol,AMT,Uttar Pradesh,Uttar Pradesh City 2,Domestic,34,497984,23
06-07-2026,Brezza,UV,Petrol,AMT,Gujarat,Gujarat City 2,Domestic,85,1312908,67
23-07-2026,Ertiga,UV,CNG,Manual,Uttar Pradesh,Uttar Pradesh City 5,Domestic,208,985620,138
09-07-2026,Eeco,Van,CNG,Automatic,Bihar,Bihar City 1,Export,117,591611,74
15-07-2026,S-Presso,Mini,Petrol,Manual,Telangana,Telangana City 5,Export,94,562241,57
10-07-2026,Celerio,Compact,CNG,Automatic,Andhra Pradesh,Andhra Pradesh City 1,Domestic,197,667897,180
16-07-2026,Wagon R,Compact,CNG,Automatic,Delhi,Delhi City 4,Domestic,24,746101,20
28-07-2026,Victoris,UV,Petrol,Automatic,West Bengal,West Bengal City 3,Domestic,208,1610384,147
29-07-2026,grand vitara,UV,Petrol,Manual,Uttar Pradesh,Uttar Pradesh City 4,Domestic,36,2029312,22
09-Jul-26,S-Presso,Mini,CNG,AMT,Uttar Pradesh,Uttar Pradesh City 3,Export,171,,97
08-07-2026,Brezza,UV,cng,Manual,Maharashtra,Maharashtra City 3,Domestic,113,978595,83
05-07-2026,Grand Vitara,UV,Petrol,Manual,Madhya Pradesh,Madhya Pradesh City 5,Domestic,161,1811595,99
25-07-2026,S-Presso,Mini,CNG,AMT,Delhi,Delhi City 3,Domestic,68,522605,54
17-07-2026,Fronx,UV,petrol,,Delhi,Delhi City 3,Export,18,1030967,13
27-07-2026,fronx,UV,Hybrid,AMT,Madhya Pradesh,Madhya Pradesh City 2,Domestic,202,856537,112
14-07-2026,victoris,UV,Hybrid,Manual,Kerala,Kerala City 5,OEM,162,1210097,107
21-07-2026,S-Presso,Mini,CNG,Automatic,Delhi,Delhi City 2,Domestic,67,472600,61
06-07-2026,Ertiga,UV,CNG,Automatic,Madhya Pradesh,Madhya Pradesh City 3,Domestic,100,936548,84
21-07-2026,S-Presso,Mini,CNG,AMT,Madhya Pradesh,Madhya Pradesh City 3,Domestic,132,598605,81
08-07-2026,Alto,Mini,CNG,AMT,Delhi,Delhi City 2,Domestic,14,529935,8
26-07-2026,Brezza,UV,Petrol,AMT,Uttar Pradesh,Uttar Pradesh City 4,Domestic,203,1165790,138
25-07-2026,Eeco,Van,Petrol,Automatic,Andhra Pradesh,Andhra Pradesh City 5,Domestic,43,,39
24-07-2026,Celerio,Compact,Petrol,Manual,Madhya Pradesh,Madhya Pradesh City 2,Domestic,130,575701,122
03-07-2026,Fronx,UV,Petrol,Automatic,Karnataka,Karnataka City 4,Domestic,156,845308,112
03-07-2026,Swift,Compact,Petrol,Automatic,Uttar Pradesh,Uttar Pradesh City 2,Domestic,47,767851,34
10-07-2026, Victoris  ,UV,Petrol,Manual,Bihar,Bihar City 3,Domestic,28,1795702,18
18-07-2026,Swift,Compact,Petrol,AMT,Uttar Pradesh,Uttar Pradesh City 2,Domestic,8,666166,7
01-07-2026,s-presso,Mini,Petrol,Automatic,West Bengal,West Bengal City 2,Domestic,217,536913,129
30-Jul-26,Wagon R,Compact,CNG,AMT,West Bengal,West Bengal City 2,Domestic,162,742313,129
17-07-2026,Swift,Compact,Petrol,AMT,Telangana,Telangana City 3,Domestic,144,854848,107
16-Jul-26,brezza,UV,CNG,Automatic,Tamil Nadu,Tamil Nadu City 2,Domestic,68,1092867,44
06-07-2026,Swift,Compact,CNG,Automatic,Punjab,Punjab City 3,OEM,12,834405,9
03-07-2026,Alto,Mini,Petrol,Automatic,Tamil Nadu,Tamil Nadu City 1,OEM,127,420179,86
30-07-2026,Wagon R,Compact,Petrol,Automatic,Bihar,Bihar City 3,Domestic,100,764690,92
11-07-2026,Wagon R,Compact,CNG,Manual,Kerala,Kerala City 5,Domestic,101,660431,85
20-07-2026,Baleno,Compact,Petrol,Automatic,Haryana,Haryana City 1,Domestic,41,853627,34
01-07-2026,Celerio,Compact,Petrol,Manual,Punjab,Punjab City 1,Domestic,70,588320,58
16-07-2026,eeco,Van,Petrol,Manual,West Bengal,West Bengal City 1,Domestic,80,522631,54
20-07-2026,Ertiga,UV,Petrol,AMT,Kerala,Kerala City 2,OEM,116,952367,66
02-Jul-26,Dzire,Compact,cng,Manual,Maharashtra,Maharashtra City 3,Domestic,114,705942,76
26-07-2026,Dzire,Compact,CNG,AMT,Andhra Pradesh,Andhra Pradesh City 3,Domestic,169,945278,119
25-07-2026,victoris,UV,Petrol,Manual,Kerala,Kerala City 3,OEM,110,1843202,86
10-07-2026,S-Presso,Mini,CNG,Automatic,Maharashtra,Maharashtra City 5,OEM,137,599811,112
03-07-2026,Grand Vitara,UV,Hybrid,Manual,Bihar,Bihar City 2,OEM,,1465281,64
19-07-2026,Brezza,UV,CNG,Manual,Delhi,Delhi City 2,Domestic,150,945071,137
16-07-2026, Alto  ,Mini,Petrol,AMT,Delhi,Delhi City 2,OEM,160,525308,90
27-07-2026,Ertiga,UV,Petrol,Manual,Karnataka,Karnataka City 3,Export,118,1038227,77
02-07-2026,Brezza,UV,Petrol,,Gujarat,Gujarat City 5,Domestic,39,1389753,35
12-07-2026,Ertiga,UV,CNG,Automatic,Andhra Pradesh,Andhra Pradesh City 1,Export,12,996845,8
03-Jul-26,Celerio,Compact,Petrol,AMT,Maharashtra,Maharashtra City 2,OEM,204,616182,182
05-07-2026,Grand Vitara,UV,Petrol,Automatic,Telangana,Telangana City 1,Domestic,69,1767894,60
17-07-2026,Fronx,UV,hybrid,Automatic,Uttar Pradesh,Uttar Pradesh City 1,OEM,174,1172408,134
23-07-2026,Grand Vitara,UV,HYBRID,Manual,Karnataka,Karnataka City 5,Domestic,19,1974554,16
24-Jul-26,Alto,Mini,Petrol,AMT,Punjab,Punjab City 2,Export,141,544711,128
24-Jul-26,Eeco,Van,Petrol,Automatic,Andhra Pradesh,Andhra Pradesh City 3,Export,27,549131,18
21-07-2026,fronx,UV,petrol,AMT,Andhra Pradesh,Andhra Pradesh City 2,OEM,35,1180209,26
11-07-2026,Victoris,UV,Petrol,Manual,West Bengal,West Bengal City 3,Export,50,1378638,40
14-Jul-26, Grand Vitara  ,UV,Hybrid,AMT,Delhi,Delhi City 4,Domestic,6,1169557,4
23-07-2026,Baleno,Compact,CNG,Manual,Uttar Pradesh,Uttar Pradesh City 4,OEM,155,840492,95
29-07-2026, Ertiga  ,UV,CNG,Manual,Karnataka,Karnataka City 4,Domestic,63,987608,52
25-07-2026,Brezza,UV,Petrol,Automatic,Maharashtra,Maharashtra City 1,Export,219,860700,124
22-07-2026,S-Presso,Mini,cng,Automatic,Haryana,Haryana City 2,Domestic,217,477502,163
23-07-2026,dzire,Compact,cng,Manual,Maharashtra,Maharashtra City 5,Domestic,58,912006,39
24-07-2026,S-Presso,Mini,CNG,Automatic,Tamil Nadu,Tamil Nadu City 4,Domestic,72,571707,41
01-07-2026,Wagon R,Compact,Petrol,AMT,Rajasthan,Rajasthan City 4,OEM,73,772169,42
26-07-2026,Wagon R,Compact,Petrol,Manual,Punjab,Punjab City 1,Domestic,31,689059,28
29-07-2026,wagon r,Compact,CNG,AMT,Uttar Pradesh,Uttar Pradesh City 4,Domestic,16,596603,10
17-07-2026,Brezza,UV,petrol,AMT,Kerala,Kerala City 2,Domestic,93,1243572,56
25-07-2026,Ertiga,UV,CNG,Manual,Rajasthan,Rajasthan City 3,Domestic,134,986762,103
16-07-2026,Victoris,UV,Petrol,Manual,Delhi,Delhi City 4,Domestic,147,1625771,80
27-07-2026,Alto,Mini,Petrol,AMT,Rajasthan,Rajasthan City 5,OEM,158,544029,132
17-07-2026,Baleno,Compact,Petrol,Manual,Andhra Pradesh,Andhra Pradesh City 2,Domestic,40,894544,23
02-Jul-26,grand vitara,UV,Petrol,AMT,West Bengal,West Bengal City 5,OEM,39,1653059,21
24-07-2026,Wagon R,Compact,Petrol,AMT,Kerala,Kerala City 5,OEM,87,712149,78
14-07-2026,Fronx,UV,Hybrid,Automatic,Madhya Pradesh,Madhya Pradesh City 3,Export,193,1007900,121
21-07-2026,Baleno,Compact,Petrol,,Madhya Pradesh,Madhya Pradesh City 4,OEM,151,898878,123
25-07-2026,Eeco,Van,Petrol,AMT,Kerala,Kerala City 3,Domestic,219,528130,180
21-07-2026,Brezza,UV,CNG,Manual,Madhya Pradesh,Madhya Pradesh City 3,Export,175,889261,161
28-Jul-26,Ertiga,UV,Petrol,Automatic,Punjab,Punjab City 3,OEM,144,1186348,90
14-07-2026,celerio,Compact,CNG,Manual,Karnataka,Karnataka City 5,Domestic,6,646655,4
18-07-2026,Baleno,Compact,petrol,Automatic,Rajasthan,Rajasthan City 5,Domestic,52,715744,44
25-Jul-26,Fronx,UV,Hybrid,Automatic,Bihar,Bihar City 1,Domestic,176,1142814,128
18-07-2026,victoris,UV,Hybrid,Manual,Andhra Pradesh,Andhra Pradesh City 5,Domestic,136,1891814,102
01-07-2026,Grand Vitara,UV,Petrol,Manual,Kerala,Kerala City 2,Export,113,2006258,66
23-07-2026,Baleno,Compact,Petrol,Manual,Uttar Pradesh,Uttar Pradesh City 1,Domestic,208,812072,160
01-07-2026,Grand Vitara,UV,Petrol,Automatic,Haryana,Haryana City 1,Export,23,1505075,21
06-Jul-26,Brezza,UV,petrol,Manual,Punjab,Punjab City 4,OEM,80,991074,53
18-07-2026,S-Presso,Mini,CNG,Manual,Punjab,Punjab City 3,Domestic,110,584362,66
18-07-2026,Ertiga,UV,Petrol,AMT,Kerala,Kerala City 1,Domestic,30,973503,25
11-07-2026,Fronx,UV,Hybrid,Automatic,Haryana,Haryana City 2,OEM,150,1162199,130
11-07-2026,Ertiga,UV,CNG,AMT,Rajasthan,Rajasthan City 3,Domestic,146,927059,90
29-07-2026,Alto,Mini,Petrol,Automatic,Haryana,Haryana City 4,OEM,59,429609,45
05-07-2026,Ertiga,UV,petrol,AMT,Rajasthan,Rajasthan City 5,Domestic,174,995242,154
24-07-2026,Ertiga,UV,CNG,Manual,Tamil Nadu,Tamil Nadu City 4,Domestic,21,1008599,14
04-07-2026,Victoris,UV,Hybrid,Automatic,Gujarat,Gujarat City 5,OEM,150,1232294,105
28-07-2026,baleno,Compact,CNG,AMT,Andhra Pradesh,Andhra Pradesh City 5,Domestic,133,752859,96
26-07-2026, Baleno  ,Compact,Petrol,AMT,Kerala,Kerala City 4,Domestic,58,764539,46
09-07-2026,Wagon R,Compact,CNG,Automatic,Haryana,Haryana City 1,Export,191,753472,167
25-07-2026,Wagon R,Compact,CNG,Manual,Punjab,Punjab City 3,Domestic,157,734821,90
16-07-2026,Fronx,UV,Petrol,Automatic,Madhya Pradesh,Madhya Pradesh City 1,Domestic,128,916659,116
08-07-2026,Eeco,Van,CNG,AMT,Rajasthan,Rajasthan City 5,Export,199,629732,164
01-Jul-26,Victoris,UV,petrol,Automatic,Madhya Pradesh,Madhya Pradesh City 1,OEM,6,1443247,4
20-07-2026,Celerio,Compact,CNG,Manual,Delhi,Delhi City 5,OEM,128,606850,89
08-07-2026,Ertiga,UV,Petrol,,Tamil Nadu,Tamil Nadu City 5,Domestic,206,1047438,179
14-07-2026,S-Presso,Mini,Petrol,AMT,Tamil Nadu,Tamil Nadu City 3,Domestic,160,459897,134
